notification_id,equipment_id,created_date,notification_type,priority,status
N-01259,EQ-0004,2025-05-03,Breakdown,Medium,Closed
N-01260,EQ-0098,2024-03-16,Breakdown,Low,Closed
N-01261,EQ-0037,2026-05-24,Condition Monitoring,Low,Closed
N-01262,EQ-0009,2024-09-12,Breakdown,Medium,Closed
N-01263,EQ-0018,2024-11-06,Breakdown,Medium,Closed
N-01264,EQ-0051,2024-06-15,Breakdown,Medium,Closed
N-01265,EQ-0012,2025-12-26,Preventive Request,Medium,Closed
N-01266,EQ-0048,2024-07-24,Condition Monitoring,Medium,Closed
N-01267,EQ-0028,2025-05-14,Breakdown,Low,Closed
N-01268,EQ-0018,2024-03-21,Breakdown,Low,Closed
N-01269,EQ-0035,2025-12-10,Breakdown,Low,Closed
N-01270,EQ-0066,2026-01-04,Inspection,Medium,Closed
N-01271,EQ-0073,2024-06-16,Inspection,Low,Converted to Order
N-01272,EQ-0013,2025-11-25,Preventive Request,Medium,Closed
N-01273,EQ-0043,2025-07-07,Condition Monitoring,Medium,Closed
N-01274,EQ-0024,2024-03-23,Preventive Request,Medium,Closed
N-01275,EQ-0073,2024-06-24,Breakdown,Medium,Closed
N-01276,EQ-0072,2024-07-25,Inspection,Medium,Closed
N-01277,EQ-0020,2024-02-20,Condition Monitoring,Low,Closed
N-01278,EQ-0044,2025-04-30,Inspection,High,Closed
N-01279,EQ-0050,2026-05-11,Inspection,Medium,Closed
N-01280,EQ-0039,2025-11-18,Preventive Request,Medium,Closed
N-01281,EQ-0076,2024-03-10,Breakdown,Medium,Closed
N-01282,EQ-0007,2025-07-31,Inspection,Medium,Converted to Order
N-01283,EQ-0042,2025-01-15,Inspection,High,Closed
N-01284,EQ-0083,2024-05-04,Preventive Request,Medium,Closed
N-01285,EQ-0076,2025-11-17,Breakdown,Medium,Closed
N-01286,EQ-0031,2025-02-27,Inspection,Medium,Closed
N-01287,EQ-0093,2024-12-30,Condition Monitoring,Medium,Open
N-01288,EQ-0085,2025-06-26,Preventive Request,High,Closed
N-01289,EQ-0032,2025-12-08,Preventive Request,Medium,Closed
N-01290,EQ-0039,2024-12-30,Condition Monitoring,Low,Closed
N-01291,EQ-0075,2024-09-05,Preventive Request,Low,Closed
N-01292,EQ-0090,2025-02-25,Breakdown,Medium,Closed
N-01293,EQ-0084,2026-01-18,Condition Monitoring,Low,Closed
N-01294,EQ-0039,2025-02-11,Preventive Request,Medium,Closed
N-01295,EQ-0089,2025-02-27,Breakdown,Medium,Closed
N-01296,EQ-0054,2024-05-23,Breakdown,High,Closed
N-01297,EQ-0006,2025-05-11,Breakdown,Medium,Closed
N-01298,EQ-0006,2024-11-21,Preventive Request,Medium,Closed
N-01299,EQ-0085,2024-07-25,Condition Monitoring,Medium,Converted to Order
N-01300,EQ-0079,2024-04-24,Condition Monitoring,Medium,Closed
N-01301,EQ-0092,2024-05-17,Breakdown,Emergency,Closed
N-01302,EQ-0005,2025-05-05,Condition Monitoring,High,Closed
N-01303,EQ-0047,2026-01-21,Breakdown,Medium,Converted to Order
N-01304,EQ-0028,2025-09-03,Breakdown,Medium,Closed
N-01305,EQ-0072,2025-12-10,Breakdown,Medium,Closed
N-01306,EQ-0064,2024-06-11,Inspection,Medium,Closed
N-01307,EQ-0056,2025-03-23,Condition Monitoring,Medium,Closed
N-01308,EQ-0027,2025-09-11,Breakdown,Low,Converted to Order
N-01309,EQ-0039,2026-01-06,Breakdown,Medium,Closed
N-01310,EQ-0002,2026-01-10,Breakdown,Medium,Converted to Order
N-01311,EQ-0033,2024-06-07,Breakdown,Emergency,Closed
N-01312,EQ-0081,2025-01-05,Preventive Request,Medium,Converted to Order
N-01313,EQ-0037,2024-01-30,Breakdown,Medium,Closed
N-01314,EQ-0041,2024-01-04,Breakdown,High,Converted to Order
N-01315,EQ-0035,2024-05-17,Breakdown,Low,Closed
N-01316,EQ-0042,2025-07-02,Breakdown,Low,Closed
N-01317,EQ-0045,2026-03-04,Breakdown,High,Converted to Order
N-01318,EQ-0080,2024-05-25,Inspection,High,Closed
N-01319,EQ-0056,2025-06-21,Condition Monitoring,Medium,Closed
N-01320,EQ-0007,2025-01-18,Breakdown,High,Closed
N-01321,EQ-0046,2024-10-01,Breakdown,Medium,Closed
N-01322,EQ-0094,2024-01-26,Preventive Request,High,Closed
N-01323,EQ-0053,2026-03-27,Breakdown,Low,Closed
N-01324,EQ-0041,2025-11-02,Condition Monitoring,Medium,Closed
N-01325,EQ-0074,2024-04-27,Inspection,High,Closed
N-01326,EQ-0076,2024-03-02,Breakdown,Medium,Closed
N-01327,EQ-0017,2024-11-02,Breakdown,Medium,Closed
N-01328,EQ-0061,2026-01-08,Preventive Request,Medium,Closed
N-01329,EQ-0065,2026-05-14,Inspection,Medium,Closed
N-01330,EQ-0001,2024-12-28,Breakdown,Medium,Closed
N-01331,EQ-0081,2025-08-29,Preventive Request,Medium,Closed
N-01332,EQ-0005,2025-08-07,Condition Monitoring,Medium,Closed
N-01333,EQ-0019,2025-04-20,Breakdown,Medium,Closed
N-01334,EQ-0012,2026-03-14,Condition Monitoring,Low,Closed
N-01335,EQ-0080,2024-11-23,Breakdown,Medium,Closed
N-01336,EQ-0024,2024-03-03,Breakdown,Medium,Closed
N-01337,EQ-0097,2025-11-22,Inspection,Medium,Closed
N-01338,EQ-0014,2024-02-13,Breakdown,Medium,Closed
N-01339,EQ-0055,2025-10-17,Inspection,Medium,Closed
N-01340,EQ-0019,2024-08-19,Inspection,Medium,Closed
N-01341,EQ-0090,2026-02-24,Condition Monitoring,High,Closed
N-01342,EQ-0058,2024-11-12,Breakdown,Medium,Closed
N-01343,EQ-0053,2025-05-15,Inspection,Medium,Closed
N-01344,EQ-0024,2026-04-25,Preventive Request,Medium,Converted to Order
N-01345,EQ-0001,2024-02-01,Condition Monitoring,Medium,Closed
N-01346,EQ-0023,2024-05-15,Breakdown,Medium,Closed
N-01347,EQ-0014,2025-07-13,Inspection,Medium,Closed
N-01348,EQ-0065,2025-12-22,Preventive Request,Medium,Closed
N-01349,EQ-0007,2024-10-02,Breakdown,Low,Closed
N-01350,EQ-0014,2024-04-01,Breakdown,Medium,Closed
N-01351,EQ-0093,2026-06-26,Condition Monitoring,High,Converted to Order
N-01352,EQ-0008,2024-10-14,Breakdown,High,Closed
N-01353,EQ-0026,2025-09-17,Preventive Request,Medium,Closed
N-01354,EQ-0075,2024-08-17,Breakdown,Low,Closed
N-01355,EQ-0077,2024-10-06,Breakdown,Medium,Open
N-01356,EQ-0088,2024-03-16,Preventive Request,Medium,Closed
N-01357,EQ-0032,2024-12-31,Breakdown,Medium,Closed
N-01358,EQ-0052,2024-05-18,Breakdown,Medium,Closed
N-01359,EQ-0011,2024-07-08,Breakdown,High,Closed
N-01360,EQ-0082,2024-11-09,Condition Monitoring,Medium,Closed
N-01361,EQ-0001,2024-01-11,Preventive Request,Medium,Closed
N-01362,EQ-0019,2025-11-24,Preventive Request,Medium,Closed
N-01363,EQ-0058,2026-01-28,Preventive Request,Medium,Closed
N-01364,EQ-0076,2026-02-04,Breakdown,High,Closed
N-01365,EQ-0085,2025-06-05,Breakdown,High,Closed
N-01366,EQ-0047,2026-04-07,Breakdown,Medium,Closed
N-01367,EQ-0061,2025-02-02,Condition Monitoring,Medium,Closed
N-01368,EQ-0087,2025-02-04,Condition Monitoring,High,Closed
N-01369,EQ-0002,2025-01-13,Inspection,High,Converted to Order
N-01370,EQ-0050,2024-03-30,Breakdown,Medium,Closed
N-01371,EQ-0085,2026-02-05,Condition Monitoring,Medium,Closed
N-01372,EQ-0079,2026-06-17,Condition Monitoring,Medium,Closed
N-01373,EQ-0097,2024-04-16,Inspection,Medium,Closed
N-01374,EQ-0022,2025-10-19,Breakdown,Medium,Closed
N-01375,EQ-0069,2024-11-25,Condition Monitoring,Medium,Closed
N-01376,EQ-0061,2025-11-13,Preventive Request,Medium,Closed
N-01377,EQ-0011,2026-06-11,Preventive Request,Low,Closed
N-01378,EQ-0049,2025-06-12,Breakdown,Medium,Closed
N-01379,EQ-0071,2025-06-18,Condition Monitoring,High,Open
N-01380,EQ-0001,2025-04-04,Inspection,Low,Closed
N-01381,EQ-0045,2024-02-13,Breakdown,Medium,Closed
N-01382,EQ-0029,2024-01-23,Inspection,Medium,Closed
N-01383,EQ-0019,2024-12-30,Preventive Request,Low,Closed
N-01384,EQ-0079,2025-04-07,Breakdown,High,Closed
N-01385,EQ-0003,2026-04-12,Breakdown,High,Closed
N-01386,EQ-0023,2024-12-26,Preventive Request,Medium,Closed
N-01387,EQ-0026,2026-06-27,Breakdown,High,Converted to Order
N-01388,EQ-0088,2026-01-25,Preventive Request,Low,Closed
N-01389,EQ-0086,2024-03-15,Preventive Request,High,Closed
N-01390,EQ-0046,2025-09-06,Preventive Request,Medium,Converted to Order
N-01391,EQ-0085,2025-11-19,Breakdown,Medium,Closed
N-01392,EQ-0036,2026-02-28,Condition Monitoring,Low,Closed
N-01393,EQ-0087,2024-11-07,Condition Monitoring,Medium,Closed
N-01394,EQ-0016,2026-06-24,Preventive Request,Medium,Closed
N-01395,EQ-0084,2026-01-13,Breakdown,High,Converted to Order
N-01396,EQ-0043,2024-08-09,Inspection,Medium,Closed
N-01397,EQ-0081,2025-03-08,Condition Monitoring,Low,Closed
N-01398,EQ-0097,2024-09-30,Breakdown,Low,Closed
N-01399,EQ-0053,2026-01-28,Condition Monitoring,Medium,Closed
N-01400,EQ-0098,2025-08-31,Breakdown,Low,Open
N-01401,EQ-0035,2025-12-14,Breakdown,Emergency,Closed
N-01402,EQ-0009,2026-02-14,Breakdown,Medium,Closed
N-01403,EQ-0024,2025-03-03,Breakdown,Medium,Closed
N-01404,EQ-0075,2024-12-25,Breakdown,High,Closed
N-01405,EQ-0045,2026-06-30,Breakdown,High,Closed
N-01406,EQ-0022,2025-08-18,Breakdown,Medium,Closed
N-01407,EQ-0001,2024-02-13,Inspection,Low,Closed
N-01408,EQ-0087,2024-07-04,Preventive Request,Medium,Closed
N-01409,EQ-0075,2025-06-07,Inspection,Medium,Closed
N-01410,EQ-0063,2024-10-09,Preventive Request,Medium,Converted to Order
N-01411,EQ-0022,2025-07-21,Breakdown,High,Closed
N-01412,EQ-0028,2025-03-20,Breakdown,High,Closed
N-01413,EQ-0016,2024-11-19,Breakdown,Medium,Closed
N-01414,EQ-0024,2026-04-14,Preventive Request,Medium,Open
N-01415,EQ-0030,2024-09-13,Breakdown,Medium,Converted to Order
N-01416,EQ-0022,2024-06-04,Breakdown,Medium,Converted to Order
N-01417,EQ-0034,2024-06-06,Breakdown,Medium,Closed
N-01418,EQ-0091,2026-02-04,Breakdown,High,Closed
N-01419,EQ-0069,2025-11-01,Inspection,Medium,Closed
N-01420,EQ-0045,2025-12-08,Inspection,Medium,Converted to Order
N-01421,EQ-0064,2025-12-15,Inspection,Medium,Closed
N-01422,EQ-0096,2025-11-25,Preventive Request,Medium,Closed
N-01423,EQ-0076,2025-10-02,Breakdown,Emergency,Closed
N-01424,EQ-0018,2025-12-16,Breakdown,High,Closed
N-01425,EQ-0030,2025-08-03,Breakdown,Medium,Converted to Order
N-01426,EQ-0055,2025-07-23,Condition Monitoring,Medium,Closed
N-01427,EQ-0046,2026-06-22,Condition Monitoring,Low,Closed
N-01428,EQ-0092,2026-05-05,Breakdown,Low,Closed
N-01429,EQ-0010,2024-04-30,Inspection,Low,Closed
N-01430,EQ-0005,2025-08-13,Preventive Request,High,Closed
N-01431,EQ-0004,2025-10-11,Condition Monitoring,Medium,Closed
N-01432,EQ-0091,2024-07-23,Condition Monitoring,High,Closed
N-01433,EQ-0078,2024-10-21,Inspection,Medium,Closed
N-01434,EQ-0018,2025-05-03,Breakdown,Medium,Closed
N-01435,EQ-0079,2024-06-27,Breakdown,Low,Closed
N-01436,EQ-0027,2026-02-18,Breakdown,Medium,Closed
N-01437,EQ-0011,2025-07-18,Breakdown,Medium,Closed
N-01438,EQ-0065,2026-06-16,Inspection,High,Open
N-01439,EQ-0044,2026-06-24,Breakdown,Medium,Closed
N-01440,EQ-0030,2024-07-29,Preventive Request,High,Closed
N-01441,EQ-0050,2025-11-12,Inspection,Medium,Converted to Order
N-01442,EQ-0072,2026-04-30,Inspection,Medium,Closed
N-01443,EQ-0007,2026-02-27,Breakdown,Low,Closed
N-01444,EQ-0042,2024-07-20,Condition Monitoring,Low,Closed
N-01445,EQ-0067,2024-02-19,Condition Monitoring,Medium,Open
N-01446,EQ-0093,2026-04-22,Breakdown,Medium,Closed
N-01447,EQ-0042,2024-01-16,Condition Monitoring,Medium,Converted to Order
N-01448,EQ-0068,2026-01-02,Breakdown,Medium,Converted to Order
N-01449,EQ-0034,2025-11-21,Condition Monitoring,Medium,Closed
N-01450,EQ-0092,2024-01-15,Condition Monitoring,Medium,Closed
N-01451,EQ-0076,2024-02-25,Preventive Request,Medium,Closed
N-01452,EQ-0061,2024-02-06,Condition Monitoring,Low,Closed
N-01453,EQ-0025,2026-02-24,Breakdown,Low,Closed
N-01454,EQ-0049,2025-09-01,Breakdown,High,Open
N-01455,EQ-0009,2024-03-10,Breakdown,Medium,Closed
N-01456,EQ-0054,2025-09-25,Breakdown,Medium,Closed
N-01457,EQ-0008,2024-08-17,Breakdown,Low,Closed
N-01458,EQ-0094,2026-01-23,Preventive Request,Medium,Closed
N-01459,EQ-0012,2025-04-28,Preventive Request,Low,Converted to Order
N-01460,EQ-0090,2025-12-23,Condition Monitoring,Low,Closed
N-01461,EQ-0006,2024-02-28,Breakdown,High,Closed
N-01462,EQ-0006,2024-11-30,Breakdown,Medium,Converted to Order
N-01463,EQ-0086,2024-12-13,Preventive Request,Low,Converted to Order
N-01464,EQ-0054,2025-06-25,Inspection,High,Closed
N-01465,EQ-0011,2025-08-07,Preventive Request,Medium,Closed
N-01466,EQ-0082,2024-08-13,Preventive Request,Low,Closed
N-01467,EQ-0045,2024-01-21,Preventive Request,Medium,Closed
N-01468,EQ-0037,2024-12-11,Inspection,Low,Closed
N-01469,EQ-0093,2026-05-19,Breakdown,Medium,Closed
N-01470,EQ-0051,2026-01-02,Preventive Request,Medium,Closed
N-01471,EQ-0022,2025-04-22,Inspection,High,Converted to Order
N-01472,EQ-0059,2025-12-09,Condition Monitoring,Medium,Closed
N-01473,EQ-0020,2024-05-18,Preventive Request,Medium,Closed
N-01474,EQ-0051,2024-12-21,Inspection,Medium,Closed
N-01475,EQ-0040,2024-02-19,Breakdown,Low,Closed
N-01476,EQ-0057,2026-05-10,Inspection,High,Closed
N-01477,EQ-0062,2025-08-18,Inspection,High,Closed
N-01478,EQ-0072,2025-03-10,Breakdown,High,Closed
N-01479,EQ-0079,2025-11-07,Preventive Request,Low,Open
N-01480,EQ-0014,2024-09-10,Breakdown,High,Closed
N-01481,EQ-0034,2025-09-02,Breakdown,Low,Closed
N-01482,EQ-0037,2024-12-03,Condition Monitoring,Medium,Closed
N-01483,EQ-0017,2026-04-20,Condition Monitoring,Low,Closed
N-01484,EQ-0060,2026-03-31,Inspection,Medium,Closed
N-01485,EQ-0064,2026-02-25,Inspection,Medium,Closed
N-01486,EQ-0037,2025-08-24,Breakdown,Low,Closed
N-01487,EQ-0002,2025-06-07,Breakdown,High,Open
N-01488,EQ-0052,2025-02-07,Preventive Request,Medium,Closed
N-01489,EQ-0099,2025-04-04,Inspection,Medium,Closed
N-01490,EQ-0051,2026-01-30,Breakdown,High,Closed
N-01491,EQ-0011,2026-06-23,Breakdown,Medium,Closed
N-01492,EQ-0072,2024-12-28,Inspection,Medium,Converted to Order
N-01493,EQ-0096,2026-04-27,Inspection,Low,Closed
N-01494,EQ-0021,2024-10-17,Breakdown,Medium,Closed
N-01495,EQ-0028,2025-12-22,Condition Monitoring,Medium,Closed
N-01496,EQ-0055,2025-03-15,Condition Monitoring,Medium,Converted to Order
N-01497,EQ-0049,2025-09-14,Condition Monitoring,Medium,Converted to Order
N-01498,EQ-0050,2024-04-23,Breakdown,High,Open
N-01499,EQ-0074,2025-03-08,Breakdown,Medium,Open
N-01500,EQ-0062,2026-03-01,Breakdown,Medium,Closed
