maintenance_order_id,notification_id,equipment_id,technician_id,order_date,maintenance_type,priority,status,labour_hours,downtime_hours,labour_cost,material_cost,total_cost
MO-00676,N-00714,EQ-0037,T-024,2026-05-20,Corrective,Medium,Completed,2.05,7.62,85.97,345.0,430.97
MO-00677,N-00715,EQ-0029,T-014,2025-03-21,Preventive,Medium,Completed,6.52,0.0,208.71,240.0,448.71
MO-00678,N-00716,EQ-0051,T-003,2026-05-24,Preventive,Medium,Completed,0.6,0.0,25.16,305.0,330.16
MO-00679,N-00718,EQ-0035,T-016,2025-09-11,Corrective,Medium,Completed,3.62,4.67,199.19,96.0,295.19
MO-00680,N-00719,EQ-0011,T-002,2025-06-02,Preventive,Medium,Completed,1.55,0.0,65.13,180.0,245.13
MO-00681,N-00720,EQ-0070,T-022,2025-01-26,Preventive,Medium,Completed,11.07,0.0,354.13,620.0,974.13
MO-00682,N-00721,EQ-0089,T-013,2025-12-15,Corrective,Medium,Completed,7.02,1.31,385.94,620.0,1005.94
MO-00683,N-00722,EQ-0099,T-026,2025-11-12,Corrective,Medium,Completed,3.53,12.43,194.1,380.0,574.1
MO-00684,N-00723,EQ-0011,T-026,2025-03-07,Corrective,Medium,Completed,10.63,5.99,584.65,621.0,1205.65
MO-00685,N-00724,EQ-0096,T-014,2025-07-03,Corrective,Low,Completed,2.36,2.84,75.53,485.0,560.53
MO-00686,N-00725,EQ-0099,T-019,2026-01-14,Preventive,Medium,Completed,4.75,0.0,261.08,190.0,451.08
MO-00687,N-00726,EQ-0058,T-030,2025-05-05,Preventive,Low,Completed,2.87,0.0,158.1,90.0,248.1
MO-00688,N-00727,EQ-0001,T-014,2025-10-13,Corrective,Medium,Completed,2.18,11.18,69.79,1020.0,1089.79
MO-00689,N-00728,EQ-0098,T-023,2026-02-05,Preventive,Medium,Completed,7.24,0.0,398.21,240.0,638.21
MO-00690,N-00729,EQ-0013,T-002,2025-09-09,Preventive,Medium,Completed,6.67,0.0,280.18,108.0,388.18
MO-00691,N-00730,EQ-0012,T-016,2024-02-22,Preventive,Medium,Completed,4.93,0.0,271.32,190.0,461.32
MO-00692,N-00731,EQ-0031,T-029,2024-04-11,Preventive,High,Completed,8.15,0.0,448.06,350.0,798.06
MO-00693,N-00732,EQ-0091,T-007,2025-10-01,Preventive,Medium,Completed,3.09,0.0,129.71,285.0,414.71
MO-00694,N-00733,EQ-0069,T-001,2025-04-20,Corrective,Low,Completed,8.31,3.79,456.97,420.0,876.97
MO-00695,N-00734,EQ-0079,T-015,2025-01-19,Preventive,High,Completed,6.08,0.0,334.4,0.0,334.4
MO-00696,N-00735,EQ-0031,T-026,2025-05-12,Preventive,Medium,Completed,11.18,0.0,614.98,0.0,614.98
MO-00697,N-00736,EQ-0080,T-016,2024-09-22,Corrective,Medium,Completed,13.13,7.71,722.01,4310.0,5032.01
MO-00698,N-00737,EQ-0080,T-008,2024-08-06,Preventive,Low,Completed,4.93,0.0,271.38,0.0,271.38
MO-00699,N-00738,EQ-0040,T-020,2025-12-27,Preventive,Medium,Open,1.42,0.0,78.1,165.0,243.1
MO-00700,N-00739,EQ-0079,T-011,2026-03-03,Corrective,Medium,Completed,1.34,8.26,42.91,170.0,212.91
MO-00701,N-00740,EQ-0079,T-006,2024-02-06,Preventive,Medium,Completed,11.99,0.0,383.67,190.0,573.67
MO-00702,N-00741,EQ-0002,T-004,2025-10-28,Preventive,Medium,Completed,3.49,0.0,191.69,0.0,191.69
MO-00703,N-00743,EQ-0053,T-026,2026-04-26,Corrective,High,Completed,3.19,9.53,175.3,0.0,175.3
MO-00704,N-00744,EQ-0004,T-026,2024-05-26,Preventive,Medium,Completed,5.63,0.0,309.48,0.0,309.48
MO-00705,N-00745,EQ-0044,T-016,2026-02-06,Preventive,Medium,Completed,6.13,0.0,336.99,160.0,496.99
MO-00706,N-00746,EQ-0027,T-013,2025-11-04,Preventive,Medium,Completed,3.82,0.0,210.25,85.0,295.25
MO-00707,N-00747,EQ-0081,T-015,2025-03-04,Corrective,Medium,Completed,8.12,0.5,446.47,3750.0,4196.47
MO-00708,N-00748,EQ-0079,T-001,2026-05-15,Preventive,Medium,Completed,2.48,0.0,136.26,300.0,436.26
MO-00709,N-00749,EQ-0091,T-026,2025-04-29,Preventive,Medium,Completed,1.08,0.0,59.18,0.0,59.18
MO-00710,N-00750,EQ-0064,T-021,2025-02-08,Preventive,Low,Completed,4.54,0.0,190.64,255.0,445.64
MO-00711,N-00751,EQ-0001,T-019,2024-07-31,Preventive,Low,Completed,6.85,0.0,377.02,0.0,377.02
MO-00712,N-00752,EQ-0035,T-027,2025-10-05,Preventive,Medium,Completed,1.81,0.0,57.99,0.0,57.99
MO-00713,N-00753,EQ-0008,T-029,2025-11-23,Preventive,Medium,Completed,2.37,0.0,130.17,4035.0,4165.17
MO-00714,N-00754,EQ-0088,T-007,2025-10-03,Preventive,Low,Completed,7.8,0.0,327.71,0.0,327.71
MO-00715,N-00755,EQ-0085,T-014,2024-01-09,Corrective,High,Completed,8.17,7.7,261.57,55.0,316.57
MO-00716,N-00756,EQ-0035,T-017,2025-07-15,Corrective,Medium,Completed,11.29,4.36,621.18,0.0,621.18
MO-00717,N-00757,EQ-0062,T-030,2024-10-27,Preventive,Medium,Completed,3.23,0.0,177.81,350.0,527.81
MO-00718,N-00758,EQ-0095,T-017,2026-04-26,Corrective,Medium,Completed,3.57,4.62,196.11,0.0,196.11
MO-00719,N-00759,EQ-0085,T-028,2025-08-12,Corrective,Medium,Completed,5.27,0.73,168.68,214.0,382.68
MO-00720,N-00760,EQ-0023,T-011,2024-01-31,Corrective,Medium,Closed,0.61,4.09,19.38,4015.0,4034.38
MO-00721,N-00761,EQ-0014,T-002,2024-03-04,Corrective,Low,Open,1.93,10.97,81.23,0.0,81.23
MO-00722,N-00762,EQ-0081,T-022,2024-08-15,Preventive,Medium,Completed,4.91,0.0,156.99,0.0,156.99
MO-00723,N-00763,EQ-0004,T-008,2025-10-02,Corrective,High,Completed,3.32,11.15,182.83,336.0,518.83
MO-00724,N-00764,EQ-0094,T-008,2025-01-30,Preventive,Medium,Completed,2.3,0.0,126.24,557.0,683.24
MO-00725,N-00765,EQ-0081,T-016,2024-01-11,Preventive,Medium,Completed,1.78,0.0,98.0,0.0,98.0
MO-00726,N-00766,EQ-0028,T-023,2024-08-10,Preventive,Medium,Completed,3.45,0.0,189.92,0.0,189.92
MO-00727,N-00767,EQ-0006,T-008,2024-07-10,Preventive,Medium,Open,11.14,0.0,612.96,0.0,612.96
MO-00728,N-00768,EQ-0078,T-007,2026-05-12,Preventive,Medium,Completed,2.5,0.0,104.81,0.0,104.81
MO-00729,N-00769,EQ-0025,T-030,2025-11-10,Corrective,Medium,Completed,4.52,7.01,248.86,0.0,248.86
MO-00730,N-00770,EQ-0022,T-025,2024-03-01,Preventive,Low,Completed,5.08,0.0,162.57,64.0,226.57
MO-00731,N-00771,EQ-0079,T-012,2026-01-03,Corrective,Medium,Completed,0.74,9.02,23.67,254.0,277.67
MO-00732,N-00772,EQ-0088,T-028,2024-12-20,Corrective,Medium,Completed,2.79,3.91,89.13,285.0,374.13
MO-00733,N-00774,EQ-0037,T-006,2024-03-30,Preventive,Medium,Open,4.14,0.0,132.48,3750.0,3882.48
MO-00734,N-00775,EQ-0061,T-019,2025-01-03,Preventive,Low,Completed,5.68,0.0,312.26,0.0,312.26
MO-00735,N-00776,EQ-0034,T-017,2026-03-20,Corrective,High,Completed,1.29,2.47,71.15,630.0,701.15
MO-00736,N-00778,EQ-0081,T-021,2025-12-31,Corrective,Medium,Closed,8.39,3.55,352.58,550.0,902.58
MO-00737,N-00779,EQ-0069,T-022,2025-06-13,Preventive,Low,Completed,10.4,0.0,332.65,90.0,422.65
MO-00738,N-00780,EQ-0100,T-017,2026-02-18,Preventive,Low,Completed,0.5,0.0,27.5,3804.0,3831.5
MO-00739,N-00781,EQ-0067,T-027,2025-02-13,Corrective,High,Completed,2.89,11.61,92.64,0.0,92.64
MO-00740,N-00782,EQ-0042,T-013,2024-08-31,Corrective,High,Closed,14.05,5.03,772.91,96.0,868.91
MO-00741,N-00783,EQ-0043,T-020,2024-10-14,Corrective,Medium,Completed,1.85,3.52,101.96,675.0,776.96
MO-00742,N-00784,EQ-0097,T-005,2024-12-09,Corrective,Medium,Completed,1.27,3.14,69.89,0.0,69.89
MO-00743,N-00785,EQ-0080,T-020,2024-08-08,Corrective,Medium,Completed,5.45,8.72,299.92,665.0,964.92
MO-00744,N-00786,EQ-0050,T-008,2024-10-17,Corrective,High,Completed,10.85,4.25,596.92,95.0,691.92
MO-00745,N-00787,EQ-0018,T-011,2025-12-05,Corrective,Medium,Completed,4.04,13.44,129.17,0.0,129.17
MO-00746,N-00788,EQ-0075,T-006,2025-11-17,Corrective,Emergency,Completed,2.33,5.6,74.6,3060.0,3134.6
MO-00747,N-00789,EQ-0008,T-013,2024-11-06,Preventive,Low,Completed,5.19,0.0,285.64,32.0,317.64
MO-00748,N-00790,EQ-0087,T-002,2025-04-21,Corrective,Low,Completed,4.59,2.97,192.62,0.0,192.62
MO-00749,N-00791,EQ-0026,T-021,2024-06-11,Corrective,High,Completed,0.77,5.77,32.18,96.0,128.18
MO-00750,N-00792,EQ-0078,T-004,2025-10-26,Corrective,High,Completed,10.88,1.66,598.43,165.0,763.43
MO-00751,N-00793,EQ-0021,T-020,2025-09-06,Preventive,Low,Completed,4.49,0.0,247.01,0.0,247.01
MO-00752,N-00794,EQ-0012,T-014,2025-12-23,Corrective,Medium,Completed,6.51,6.83,208.44,446.0,654.44
MO-00753,N-00795,EQ-0036,T-010,2024-01-08,Corrective,Medium,Completed,3.12,2.71,171.87,190.0,361.87
MO-00754,N-00796,EQ-0016,T-004,2026-05-26,Corrective,High,Completed,2.24,11.51,123.14,1625.0,1748.14
MO-00755,N-00797,EQ-0023,T-017,2024-09-28,Corrective,High,Closed,4.34,1.9,238.73,725.0,963.73
MO-00756,N-00798,EQ-0099,T-017,2026-03-12,Corrective,High,Completed,6.99,16.48,384.52,720.0,1104.52
MO-00757,N-00799,EQ-0051,T-025,2026-02-24,Corrective,Medium,Open,10.65,4.14,340.64,0.0,340.64
MO-00758,N-00800,EQ-0025,T-010,2025-04-28,Preventive,Medium,Completed,10.06,0.0,553.4,160.0,713.4
MO-00759,N-00801,EQ-0097,T-019,2024-03-24,Corrective,Emergency,Completed,10.49,11.81,576.68,940.0,1516.68
MO-00760,N-00802,EQ-0019,T-005,2026-01-03,Preventive,Medium,Open,5.14,0.0,282.43,85.0,367.43
MO-00761,N-00803,EQ-0033,T-008,2025-08-17,Corrective,Medium,Completed,1.06,7.74,58.07,1105.0,1163.07
MO-00762,N-00804,EQ-0072,T-006,2025-02-11,Preventive,Medium,Completed,1.41,0.0,45.11,0.0,45.11
MO-00763,N-00807,EQ-0099,T-021,2025-10-21,Corrective,Medium,Completed,3.49,6.72,146.55,0.0,146.55
MO-00764,N-00808,EQ-0085,T-026,2024-08-21,Preventive,Medium,Completed,2.24,0.0,123.13,170.0,293.13
MO-00765,N-00810,EQ-0078,T-002,2024-12-02,Corrective,Medium,Closed,3.21,4.11,134.65,0.0,134.65
MO-00766,N-00811,EQ-0074,T-021,2026-03-14,Corrective,Medium,Completed,6.49,10.62,272.68,506.0,778.68
MO-00767,N-00812,EQ-0094,T-007,2025-09-30,Corrective,Medium,Completed,1.23,4.8,51.64,3075.0,3126.64
MO-00768,N-00813,EQ-0052,T-006,2025-10-15,Corrective,Medium,Completed,0.58,8.04,18.56,0.0,18.56
MO-00769,N-00814,EQ-0097,T-018,2024-09-01,Corrective,Low,Completed,9.03,4.4,379.1,0.0,379.1
MO-00770,N-00815,EQ-0073,T-022,2026-04-14,Preventive,Medium,Completed,3.22,0.0,102.9,165.0,267.9
MO-00771,N-00816,EQ-0085,T-028,2025-08-17,Corrective,Medium,Completed,2.04,4.15,65.39,0.0,65.39
MO-00772,N-00817,EQ-0094,T-018,2025-10-06,Corrective,High,Completed,2.39,6.58,100.53,475.0,575.53
MO-00773,N-00818,EQ-0023,T-029,2026-01-30,Preventive,Low,Completed,5.98,0.0,329.04,620.0,949.04
MO-00774,N-00819,EQ-0087,T-013,2024-06-02,Preventive,Medium,Completed,3.41,0.0,187.74,4275.0,4462.74
MO-00775,N-00820,EQ-0077,T-020,2024-03-22,Preventive,Medium,Completed,2.23,0.0,122.4,0.0,122.4
MO-00776,N-00821,EQ-0029,T-011,2025-04-24,Corrective,Medium,Completed,1.75,2.54,55.85,0.0,55.85
MO-00777,N-00822,EQ-0083,T-012,2024-06-25,Corrective,Low,Completed,4.11,4.7,131.45,520.0,651.45
MO-00778,N-00823,EQ-0073,T-007,2025-04-02,Corrective,Medium,Completed,5.8,7.93,243.53,510.0,753.53
MO-00779,N-00824,EQ-0034,T-017,2025-04-09,Corrective,Low,Completed,4.89,3.82,269.16,2660.0,2929.16
MO-00780,N-00826,EQ-0078,T-021,2024-08-21,Corrective,Medium,Open,10.84,2.82,455.22,0.0,455.22
MO-00781,N-00827,EQ-0005,T-022,2025-11-14,Corrective,High,Completed,8.68,7.09,277.62,0.0,277.62
MO-00782,N-00828,EQ-0012,T-019,2025-10-25,Preventive,High,Completed,7.48,0.0,411.67,440.0,851.67
MO-00783,N-00829,EQ-0054,T-002,2026-06-16,Corrective,Medium,Completed,8.72,2.61,366.04,2500.0,2866.04
MO-00784,N-00830,EQ-0012,T-022,2024-07-24,Preventive,Low,Completed,3.59,0.0,115.02,0.0,115.02
MO-00785,N-00831,EQ-0091,T-009,2026-06-24,Corrective,Medium,Completed,1.41,2.94,77.81,90.0,167.81
MO-00786,N-00832,EQ-0073,T-003,2025-01-28,Corrective,High,Completed,4.56,14.98,191.52,633.0,824.52
MO-00787,N-00833,EQ-0035,T-021,2025-10-17,Preventive,High,Completed,2.21,0.0,93.02,0.0,93.02
MO-00788,N-00834,EQ-0019,T-023,2025-02-19,Preventive,Medium,Completed,3.05,0.0,167.92,690.0,857.92
MO-00789,N-00835,EQ-0056,T-029,2025-09-08,Preventive,Medium,Open,9.49,0.0,522.13,167.0,689.13
MO-00790,N-00836,EQ-0005,T-021,2026-05-27,Preventive,Medium,Completed,3.14,0.0,131.74,325.0,456.74
MO-00791,N-00837,EQ-0048,T-016,2024-09-02,Preventive,Low,Closed,5.8,0.0,318.88,165.0,483.88
MO-00792,N-00838,EQ-0035,T-012,2025-04-12,Corrective,Emergency,Closed,0.97,9.52,30.97,3750.0,3780.97
MO-00793,N-00839,EQ-0100,T-024,2024-01-17,Preventive,Medium,Completed,1.56,0.0,65.58,170.0,235.58
MO-00794,N-00840,EQ-0052,T-018,2025-04-09,Preventive,High,Completed,1.53,0.0,64.33,445.0,509.33
MO-00795,N-00841,EQ-0013,T-016,2024-01-11,Preventive,Medium,Completed,4.07,0.0,223.79,0.0,223.79
MO-00796,N-00842,EQ-0071,T-019,2025-01-21,Corrective,High,Completed,7.32,6.36,402.34,3750.0,4152.34
MO-00797,N-00843,EQ-0082,T-021,2025-05-22,Preventive,Low,Completed,1.35,0.0,56.85,380.0,436.85
MO-00798,N-00844,EQ-0072,T-027,2024-03-16,Preventive,Medium,Completed,1.51,0.0,48.16,0.0,48.16
MO-00799,N-00845,EQ-0054,T-014,2025-08-11,Corrective,High,Completed,12.15,4.69,388.75,1575.0,1963.75
MO-00800,N-00846,EQ-0020,T-008,2025-12-02,Corrective,Medium,Completed,12.56,3.59,690.67,77.0,767.67
MO-00801,N-00847,EQ-0009,T-027,2024-04-06,Corrective,High,Completed,6.07,2.19,194.15,291.0,485.15
MO-00802,N-00848,EQ-0081,T-025,2026-04-21,Corrective,Low,Completed,1.66,0.84,52.98,2500.0,2552.98
MO-00803,N-00849,EQ-0018,T-029,2025-01-13,Corrective,Low,Open,6.92,3.51,380.6,0.0,380.6
MO-00804,N-00850,EQ-0099,T-019,2024-09-11,Corrective,Medium,Closed,4.31,6.43,237.18,0.0,237.18
MO-00805,N-00851,EQ-0016,T-018,2024-11-08,Preventive,Medium,Completed,2.92,0.0,122.54,0.0,122.54
MO-00806,N-00852,EQ-0071,T-029,2025-02-02,Corrective,Medium,Completed,1.77,3.56,97.52,190.0,287.52
MO-00807,N-00853,EQ-0006,T-022,2024-04-18,Preventive,Medium,Completed,6.03,0.0,193.05,0.0,193.05
MO-00808,N-00854,EQ-0052,T-030,2024-11-30,Corrective,Medium,Completed,2.68,5.52,147.5,0.0,147.5
MO-00809,N-00855,EQ-0077,T-005,2024-05-10,Corrective,High,Completed,4.14,27.04,227.55,754.0,981.55
MO-00810,N-00856,EQ-0041,T-029,2025-07-03,Preventive,Medium,Completed,0.55,0.0,30.25,1250.0,1280.25
MO-00811,N-00857,EQ-0012,T-020,2024-12-14,Preventive,Medium,Completed,3.19,0.0,175.35,265.0,440.35
MO-00812,N-00858,EQ-0033,T-025,2024-03-18,Preventive,Medium,Completed,1.02,0.0,32.51,368.0,400.51
MO-00813,N-00859,EQ-0072,T-025,2025-12-05,Corrective,Medium,Completed,3.45,10.0,110.53,585.0,695.53
MO-00814,N-00860,EQ-0047,T-017,2026-01-16,Corrective,Medium,Completed,3.61,11.92,198.45,45.0,243.45
MO-00815,N-00861,EQ-0011,T-018,2026-01-10,Preventive,Medium,Completed,3.66,0.0,153.85,0.0,153.85
MO-00816,N-00862,EQ-0074,T-017,2024-12-16,Corrective,High,Completed,5.17,5.84,284.36,0.0,284.36
MO-00817,N-00863,EQ-0042,T-025,2024-01-11,Corrective,High,Completed,2.03,3.58,65.04,455.0,520.04
MO-00818,N-00864,EQ-0071,T-025,2024-02-27,Corrective,High,Closed,2.35,3.34,75.11,812.0,887.11
MO-00819,N-00865,EQ-0045,T-017,2025-09-07,Corrective,Medium,Completed,4.39,8.71,241.55,4140.0,4381.55
MO-00820,N-00866,EQ-0001,T-007,2025-12-20,Preventive,Medium,Completed,3.26,0.0,136.93,0.0,136.93
MO-00821,N-00867,EQ-0015,T-021,2025-10-30,Corrective,High,Completed,7.3,6.84,306.43,217.0,523.43
MO-00822,N-00868,EQ-0015,T-014,2025-12-04,Preventive,Medium,Completed,0.5,0.0,16.0,0.0,16.0
MO-00823,N-00869,EQ-0054,T-012,2024-05-20,Corrective,Low,Completed,19.09,9.92,610.88,151.0,761.88
MO-00824,N-00870,EQ-0077,T-004,2025-05-01,Corrective,Low,Completed,5.5,8.29,302.65,450.0,752.65
MO-00825,N-00871,EQ-0016,T-022,2024-10-03,Corrective,Medium,Completed,6.17,3.92,197.46,2555.0,2752.46
MO-00826,N-00872,EQ-0078,T-028,2025-07-21,Corrective,Medium,Open,9.93,9.47,317.91,390.0,707.91
MO-00827,N-00873,EQ-0022,T-002,2024-07-11,Corrective,Low,Completed,4.98,1.85,209.16,2760.0,2969.16
MO-00828,N-00874,EQ-0051,T-011,2024-12-16,Corrective,Medium,Completed,9.81,2.01,313.81,404.0,717.81
MO-00829,N-00875,EQ-0066,T-020,2024-09-28,Preventive,Medium,Completed,6.09,0.0,334.76,0.0,334.76
MO-00830,N-00876,EQ-0064,T-009,2026-05-05,Preventive,High,Completed,2.4,0.0,131.88,167.0,298.88
MO-00831,N-00878,EQ-0098,T-025,2025-10-13,Preventive,High,Completed,0.84,0.0,26.99,0.0,26.99
MO-00832,N-00879,EQ-0035,T-029,2025-09-03,Preventive,Medium,Completed,4.36,0.0,239.76,360.0,599.76
MO-00833,N-00880,EQ-0061,T-005,2024-05-02,Preventive,High,Completed,9.52,0.0,523.49,230.0,753.49
MO-00834,N-00882,EQ-0037,T-015,2025-03-09,Preventive,High,Completed,4.59,0.0,252.42,0.0,252.42
MO-00835,N-00883,EQ-0098,T-005,2024-08-25,Preventive,Medium,Completed,0.87,0.0,48.09,0.0,48.09
MO-00836,N-00884,EQ-0041,T-015,2026-03-18,Preventive,Medium,Completed,4.72,0.0,259.75,285.0,544.75
MO-00837,N-00885,EQ-0097,T-017,2025-04-15,Corrective,High,Closed,4.78,3.81,262.68,390.0,652.68
MO-00838,N-00886,EQ-0022,T-017,2024-12-08,Corrective,Medium,Closed,5.45,2.73,299.92,380.0,679.92
MO-00839,N-00887,EQ-0085,T-015,2024-07-16,Corrective,Medium,Completed,2.18,7.09,119.8,95.0,214.8
MO-00840,N-00888,EQ-0050,T-029,2024-11-08,Preventive,Medium,Completed,3.71,0.0,204.28,210.0,414.28
MO-00841,N-00889,EQ-0072,T-015,2025-07-07,Corrective,Medium,Completed,0.99,5.55,54.45,190.0,244.45
MO-00842,N-00890,EQ-0051,T-019,2025-12-31,Preventive,Low,Completed,3.27,0.0,180.1,0.0,180.1
MO-00843,N-00891,EQ-0074,T-019,2026-05-22,Preventive,Medium,Closed,3.35,0.0,184.28,820.0,1004.28
MO-00844,N-00892,EQ-0096,T-014,2025-12-26,Preventive,Medium,Completed,6.99,0.0,223.72,190.0,413.72
MO-00845,N-00893,EQ-0083,T-001,2024-09-14,Preventive,Medium,Completed,5.88,0.0,323.36,64.0,387.36
MO-00846,N-00894,EQ-0058,T-005,2025-04-17,Corrective,High,Completed,0.5,6.39,27.5,0.0,27.5
MO-00847,N-00895,EQ-0027,T-018,2024-01-03,Corrective,Medium,Open,7.59,3.4,318.71,675.0,993.71
MO-00848,N-00896,EQ-0028,T-029,2025-04-16,Corrective,Medium,Completed,6.8,3.18,373.78,0.0,373.78
MO-00849,N-00897,EQ-0012,T-020,2024-04-20,Corrective,Medium,Completed,4.05,8.48,222.84,341.0,563.84
MO-00850,N-00898,EQ-0070,T-025,2025-02-08,Corrective,Medium,Completed,4.61,0.62,147.65,170.0,317.65
MO-00851,N-00899,EQ-0088,T-001,2025-11-01,Corrective,High,Open,2.63,16.77,144.55,2500.0,2644.55
MO-00852,N-00900,EQ-0010,T-029,2024-12-24,Preventive,Medium,Completed,5.03,0.0,276.82,54.0,330.82
MO-00853,N-00901,EQ-0085,T-028,2026-01-12,Preventive,Medium,Completed,2.4,0.0,76.67,0.0,76.67
MO-00854,N-00902,EQ-0024,T-012,2026-03-31,Corrective,Medium,Completed,5.27,5.69,168.48,0.0,168.48
MO-00855,N-00903,EQ-0056,T-002,2025-05-19,Corrective,Medium,Completed,1.58,4.73,66.49,2690.0,2756.49
MO-00856,N-00904,EQ-0050,T-001,2025-10-12,Preventive,Medium,Completed,4.5,0.0,247.75,0.0,247.75
MO-00857,N-00905,EQ-0048,T-025,2025-05-27,Preventive,Medium,Completed,2.25,0.0,72.11,0.0,72.11
MO-00858,N-00906,EQ-0056,T-022,2025-10-15,Preventive,Medium,Open,3.58,0.0,114.57,0.0,114.57
MO-00859,N-00907,EQ-0066,T-009,2024-03-02,Preventive,Low,Completed,5.72,0.0,314.71,0.0,314.71
MO-00860,N-00908,EQ-0088,T-030,2024-09-04,Corrective,Low,Completed,2.88,2.14,158.33,380.0,538.33
MO-00861,N-00909,EQ-0005,T-028,2025-11-09,Preventive,Low,Completed,3.2,0.0,102.3,0.0,102.3
MO-00862,N-00910,EQ-0057,T-030,2026-03-31,Corrective,High,Completed,1.67,7.49,91.92,1905.0,1996.92
MO-00863,N-00911,EQ-0055,T-026,2025-08-17,Corrective,High,Closed,7.33,13.09,402.88,55.0,457.88
MO-00864,N-00912,EQ-0028,T-024,2024-01-17,Preventive,Medium,Completed,6.18,0.0,259.72,695.0,954.72
MO-00865,N-00913,EQ-0063,T-009,2025-10-05,Corrective,Emergency,Closed,2.59,5.29,142.49,855.0,997.49
MO-00866,N-00914,EQ-0095,T-017,2025-02-08,Preventive,High,Completed,14.04,0.0,772.2,240.0,1012.2
MO-00867,N-00915,EQ-0033,T-029,2025-02-04,Corrective,Medium,Completed,4.55,4.37,250.39,175.0,425.39
MO-00868,N-00916,EQ-0055,T-006,2024-08-09,Preventive,Medium,Open,10.41,0.0,333.0,450.0,783.0
MO-00869,N-00917,EQ-0059,T-004,2024-09-24,Corrective,Medium,Completed,2.85,7.73,156.5,0.0,156.5
MO-00870,N-00918,EQ-0026,T-005,2025-11-15,Preventive,Medium,Completed,6.88,0.0,378.46,0.0,378.46
MO-00871,N-00919,EQ-0017,T-017,2026-01-04,Corrective,Low,Completed,8.1,0.88,445.45,0.0,445.45
MO-00872,N-00921,EQ-0076,T-021,2024-10-26,Corrective,High,Completed,8.63,2.76,362.48,0.0,362.48
MO-00873,N-00922,EQ-0052,T-011,2024-12-02,Corrective,High,Completed,1.27,3.54,40.49,610.0,650.49
MO-00874,N-00923,EQ-0031,T-001,2024-04-11,Preventive,Medium,Open,2.18,0.0,119.7,32.0,151.7
MO-00875,N-00924,EQ-0050,T-010,2024-08-11,Corrective,Medium,Closed,5.09,9.1,280.21,0.0,280.21
MO-00876,N-00925,EQ-0006,T-001,2024-06-04,Preventive,High,Closed,3.01,0.0,165.53,425.0,590.53
MO-00877,N-00926,EQ-0020,T-011,2025-10-28,Corrective,High,Completed,3.13,6.28,100.24,275.0,375.24
MO-00878,N-00927,EQ-0076,T-026,2024-06-02,Corrective,Medium,Completed,2.82,2.88,155.15,610.0,765.15
MO-00879,N-00928,EQ-0012,T-004,2026-05-16,Preventive,Medium,Closed,1.17,0.0,64.38,190.0,254.38
MO-00880,N-00929,EQ-0051,T-025,2025-08-20,Preventive,Medium,Completed,6.7,0.0,214.52,0.0,214.52
MO-00881,N-00930,EQ-0086,T-007,2024-06-17,Preventive,High,Completed,3.83,0.0,161.06,360.0,521.06
MO-00882,N-00931,EQ-0041,T-001,2026-01-13,Corrective,Medium,Completed,2.46,3.36,135.23,0.0,135.23
MO-00883,N-00932,EQ-0047,T-004,2025-09-29,Preventive,Medium,Completed,10.73,0.0,589.96,160.0,749.96
MO-00884,N-00933,EQ-0093,T-020,2024-01-02,Corrective,Medium,Completed,2.72,7.72,149.48,110.0,259.48
MO-00885,N-00934,EQ-0100,T-017,2026-03-05,Preventive,Medium,Completed,3.25,0.0,178.55,273.0,451.55
MO-00886,N-00935,EQ-0073,T-029,2026-01-04,Preventive,Medium,Completed,6.73,0.0,370.42,32.0,402.42
MO-00887,N-00936,EQ-0022,T-021,2026-01-26,Corrective,Medium,Completed,0.5,3.54,21.0,0.0,21.0
MO-00888,N-00937,EQ-0038,T-030,2025-09-05,Corrective,High,Completed,4.51,10.01,247.83,0.0,247.83
MO-00889,N-00938,EQ-0077,T-016,2025-05-27,Corrective,High,Completed,6.11,4.05,336.27,140.0,476.27
MO-00890,N-00939,EQ-0010,T-019,2025-04-11,Preventive,Medium,Completed,7.37,0.0,405.41,165.0,570.41
MO-00891,N-00940,EQ-0003,T-027,2024-10-10,Preventive,High,Open,2.17,0.0,69.47,416.0,485.47
MO-00892,N-00941,EQ-0066,T-020,2024-08-31,Corrective,High,Completed,4.77,7.05,262.59,0.0,262.59
MO-00893,N-00942,EQ-0001,T-021,2026-05-11,Corrective,High,Completed,6.65,10.07,279.28,715.0,994.28
MO-00894,N-00943,EQ-0008,T-009,2025-12-12,Preventive,Medium,Completed,2.34,0.0,128.67,0.0,128.67
MO-00895,N-00944,EQ-0015,T-002,2025-03-19,Corrective,High,Completed,6.56,9.88,275.34,190.0,465.34
MO-00896,N-00945,EQ-0062,T-025,2026-04-18,Preventive,Low,Completed,2.41,0.0,77.18,195.0,272.18
MO-00897,N-00946,EQ-0003,T-010,2024-02-21,Preventive,Medium,Completed,3.72,0.0,204.48,589.0,793.48
MO-00898,N-00947,EQ-0083,T-029,2024-07-09,Preventive,Low,Completed,2.78,0.0,153.1,675.0,828.1
MO-00899,N-00948,EQ-0080,T-005,2024-06-15,Preventive,High,Completed,1.08,0.0,59.35,210.0,269.35
MO-00900,N-00949,EQ-0049,T-008,2025-06-24,Preventive,High,Completed,2.86,0.0,157.52,480.0,637.52
MO-00901,N-00950,EQ-0061,T-025,2024-12-20,Preventive,Medium,Open,9.89,0.0,316.37,260.0,576.37
